Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Random Date
MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,M6,Z,9.6,7.0,8.4,34,197,2007-03-25
MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,AS8,Z,10.3,7.9,9.2,31,215,2002-10-01
MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,M6,Z,10.6,7.4,9.1,31,214,2011-12-03
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.2,8.3,34,196,2019-06-22
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,M6,Z,10.2,7.3,8.9,32,210,2014-06-05
MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.2,8.3,34,196,2010-01-05
MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,M6,Z,10.2,7.3,8.9,32,210,2008-04-22
MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,AS8,Z,10.0,7.2,8.7,32,205,2010-10-10
MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,M6,Z,10.8,7.7,9.4,30,220,2019-08-09
MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4,AS8,Z,10.2,7.4,9.0,31,210,2016-07-14
MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4,M6,Z,11.4,7.8,9.7,29,227,2013-09-03
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,34,196,2018-03-26
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,M6,Z,10.2,7.3,8.9,32,210,2009-03-26
MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2.0,4,AS8,Z,10.5,7.4,9.1,31,213,2017-06-02
MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2.0,4,M6,Z,11.3,7.7,9.7,29,227,2003-12-29
MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.2,8.3,34,196,2020-05-13
MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,M6,Z,10.2,7.3,8.9,32,210,2001-10-28
MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,AS8,Z,10.2,7.4,9.0,31,210,2018-02-12
MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,M6,Z,11.4,7.8,9.7,29,227,2015-07-01
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,34,196,2019-06-26
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4,M6,Z,10.8,7.7,9.4,30,220,2016-10-09
MITSUBISHI,LANCER,COMPACT,2.0,4,AV6,X,8.7,6.9,7.9,36,183,2004-12-19
MITSUBISHI,LANCER,COMPACT,2.0,4,M5,X,9.7,7.1,8.5,33,200,2019-01-29
MITSUBISHI,LANCER,COMPACT,2.4,4,AV6,X,9.9,7.7,8.9,32,206,2020-08-30
MITSUBISHI,LANCER,COMPACT,2.4,4,M5,X,10.5,7.8,9.3,30,218,2002-02-07
MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV6,X,10.2,7.9,9.2,31,212,2007-10-24
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV6,X,9.3,7.2,8.4,34,194,2002-07-15
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,9.9,7.3,8.7,32,205,2021-10-15
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.5,6.0,47,141,2014-04-28
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7.1,5.8,6.5,43,150,2003-09-20
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,AV,X,6.9,5.7,6.4,44,149,2002-06-20
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,M5,X,7.2,5.9,6.6,43,155,2019-06-16
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.2,7.5,8.4,34,197,2002-08-19
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.8,8.1,9.0,31,211,2016-07-07
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Z,11.9,8.5,10.4,27,242,2010-05-23
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,9.7,7.8,8.8,32,204,2000-01-27
MITSUBISHI,RVR,SUV - SMALL,2.0,4,M5,X,10.3,8.2,9.3,30,216,2003-01-31
MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV6,X,10.1,8.2,9.2,31,213,2001-04-11
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.3,11.1,25,261,2017-01-09
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,269,2019-08-06
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13.0,9.7,11.5,25,270,2003-10-10
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,278,2019-02-21
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.8,6.0,7.5,38,176,2007-05-29
NISSAN,ALTIMA,MID-SIZE,3.5,6,AV7,X,10.6,7.3,9.1,31,214,2013-01-10
NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,X,8.8,6.5,7.8,36,183,2013-01-29
NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,AS7,X,17.5,12.9,15.4,18,362,2006-01-10
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.5,10.5,12.2,23,286,2017-05-26
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.4,11.4,25,268,2008-08-31
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.8,10.6,12.9,22,304,2021-10-24
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.8,11.5,13.8,20,326,2014-12-07
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.1,11.5,13.5,21,317,2016-12-05
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.5,10.7,12.8,22,300,2008-11-27
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,Z,8.5,7.5,8.0,35,189,2003-11-28
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,8.6,7.2,8.0,35,188,2010-09-06
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV7,Z,9.0,7.8,8.4,34,199,2005-05-11
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M6,Z,9.0,7.6,8.4,34,197,2008-04-14
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,9.5,8.3,8.9,32,209,2008-01-13
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,11.1,7.8,9.6,29,225,2005-08-16
NISSAN,MICRA,COMPACT,1.6,4,A4,X,8.9,6.8,7.9,36,186,2021-02-11
NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.7,6.8,7.9,36,185,2014-09-17
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.0,8.3,9.8,29,230,2007-11-08
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.2,8.4,9.9,29,232,2000-11-23
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.8,9.0,9.4,30,220,2008-07-15
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,11.6,8.5,10.2,28,240,2005-02-17
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,26,250,2009-06-01
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,12.4,9.2,11.0,26,258,2018-08-29
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,AV,X,8.8,7.3,8.1,35,191,2003-10-19
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,M6,X,10.0,8.1,9.2,31,216,2014-06-11
NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2.0,4,AV,X,9.1,7.5,8.4,34,197,2000-06-14
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.0,8.2,34,192,2017-08-11
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.4,8.6,33,203,2015-11-06
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,AV7,Z,8.9,7.3,8.2,34,193,2014-02-06
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,M6,Z,9.1,7.3,8.3,34,195,2010-09-27
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,171,2003-07-01
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,9.0,6.8,8.0,35,187,2002-03-01
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,AV7,Z,9.4,7.8,8.7,32,205,2016-02-02
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,M6,Z,9.5,7.6,8.7,32,204,2009-11-09
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.0,11.2,13.3,21,312,2003-09-07
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.2,11.1,13.4,21,315,2021-11-19
NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,16.0,12.0,14.2,20,333,2008-02-22
NISSAN,VERSA,MID-SIZE,1.6,4,AV,X,7.6,6.2,7.0,40,164,2017-12-02
NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,8.6,6.6,7.7,37,180,2006-12-31
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,10.6,8.0,9.4,30,221,2017-01-17
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,11.8,8.1,10.1,28,237,2000-02-16
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,227,2017-05-25
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.0,8.2,10.3,27,241,2000-01-08
PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,226,2002-12-26
PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,242,2000-01-29
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.8,8.4,9.7,29,228,2009-12-23
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,243,2015-02-27
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,AM7,Z,10.7,8.3,9.6,29,225,2006-03-04
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,242,2008-01-08
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,11.0,8.4,9.8,29,230,2007-03-14
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,2008-08-24
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,AM7,Z,11.0,8.5,9.9,29,232,2004-04-28
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,M7,Z,12.1,8.4,10.4,27,243,2018-02-15
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.9,8.5,9.9,29,231,2002-02-13
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,2006-01-23
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,AM7,Z,10.9,8.4,9.8,29,228,2020-03-27
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,2015-01-07
PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,AM7,Z,11.1,8.6,10.0,28,233,2016-03-25
PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,2001-12-07
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266,2016-01-16
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,267,2003-10-20
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266,2019-08-16
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,267,2013-10-31
PORSCHE,BOXSTER,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219,2001-07-04
PORSCHE,BOXSTER,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,2011-06-19
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,AM7,Z,11.0,8.4,9.9,29,230,2009-03-25
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249,2000-01-03
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,12.9,9.7,11.5,25,268,2000-01-28
PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,3.6,6,A8,Z,13.6,10.2,12.1,23,281,2001-02-20
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,A8,Z,13.9,9.6,12.0,24,281,2018-12-22
PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A8,Z,14.5,10.4,12.6,22,296,2008-09-24
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.2,20,334,2000-07-07
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.2,20,334,2020-10-12
PORSCHE,CAYMAN,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219,2013-11-14
PORSCHE,CAYMAN,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,2016-03-13
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,AM7,Z,11.0,8.4,9.9,29,230,2000-10-08
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249,2000-08-12
PORSCHE,MACAN,SUV - SMALL,2.0,4,A7,Z,11.6,9.3,10.6,27,248,2013-01-04
PORSCHE,MACAN S,SUV - SMALL,3.0,6,A7,Z,13.7,10.3,12.2,23,285,2000-10-09
PORSCHE,MACAN GTS,SUV - SMALL,3.0,6,A7,Z,13.8,10.3,12.3,23,287,2013-09-23
PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Z,14.2,10.1,12.3,23,287,2007-04-08
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.6,11.9,24,280,2018-02-08
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.7,13.8,17.0,17,283,2005-03-14
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.0,12.0,14.8,19,346,2021-07-22
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11.0,13.6,21,319,2015-08-23
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.8,8.6,10.4,27,278,2006-08-24
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,294,2021-10-02
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18.0,16,300,2019-04-22
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.5,12.7,15.4,18,361,2001-04-15
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14.0,20,328,2008-06-01
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.3,8.8,10.8,26,289,2019-05-03
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,29,232,2002-02-17
ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS8,Z,20.0,12.6,16.7,17,390,2020-08-06
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,20.0,12.6,16.7,17,390,2019-03-14
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,20.0,12.6,16.7,17,390,2010-12-29
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.7,12.7,17.1,17,400,2017-08-11
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20.7,12.7,17.1,17,400,2017-02-02
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.7,17.1,17,400,2012-03-25
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.6,12.8,17.1,17,401,2015-05-24
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19.0,12.5,16.1,18,375,2004-09-02
SMART,FORTWO CABRIOLET,TWO-SEATER,0.9,3,AM6,Z,7.0,6.3,6.7,42,152,2017-11-01
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.7,7.2,8.6,33,200,2002-03-11
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.1,8.0,9.7,29,228,2019-11-05
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,AV6,X,9.1,7.2,8.2,34,193,2012-04-05
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,10.3,7.8,9.2,31,216,2017-08-29
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Z,10.2,8.6,9.5,30,223,2003-07-30
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,9.2,7.4,8.4,34,196,2002-09-06
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.9,8.3,9.7,29,228,2013-05-29
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,AV7,X,8.3,6.4,7.5,38,174,2008-03-28
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,M5,X,10.0,7.5,8.9,32,208,2020-06-21
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,AV7,X,8.4,6.5,7.5,38,176,2010-12-11
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,M5,X,10.1,7.7,9.0,31,211,2015-01-03
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV6,X,9.3,7.0,8.3,34,194,2016-03-28
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,10.7,7.9,9.5,30,222,2014-02-26
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.3,10.3,27,241,2019-08-03
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,X,9.4,7.3,8.4,34,198,2016-07-28
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,11.0,8.3,9.8,29,229,2013-08-04
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,12.0,8.7,10.5,27,247,2006-02-09
SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,12.5,9.6,11.2,25,255,2020-07-02
SUBARU,WRX AWD,COMPACT,2.0,4,M6,Z,11.3,8.5,10.0,28,235,2009-06-02
SUBARU,WRX AWD,COMPACT,2.5,4,M6,Z,13.8,10.2,12.2,23,285,2016-02-03
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,12.0,13.3,21,310,2010-01-31
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.3,12.0,13.3,21,310,2021-04-22
TOYOTA,86,MINICOMPACT,2.0,4,AS6,Z,9.9,7.3,8.7,32,204,2002-03-01
TOYOTA,86,MINICOMPACT,2.0,4,M6,Z,11.3,8.3,9.9,29,232,2012-01-09
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,226,2007-01-14
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.8,7.1,8.6,33,199,2015-04-23
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.0,7.8,9.6,29,224,2015-07-10
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.6,6.2,5.9,48,137,2014-12-28
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.8,6.3,6.0,47,141,2017-10-03
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174,2019-12-20
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.5,38,178,2002-08-10
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.4,6.5,7.5,38,176,2020-02-27
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163,2004-10-29
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,8.0,6.3,7.2,39,168,2004-01-17
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,AV7,X,8.3,6.5,7.5,38,176,2001-01-10
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,M6,X,8.8,6.8,7.9,36,185,2016-11-19
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27,243,2001-11-11
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9.0,10.6,27,251,2005-08-17
TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12.0,8.9,10.6,27,247,2021-10-24
TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242,2008-11-01
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34,193,2019-05-10
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.5,63,105,2013-02-14
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120,2011-10-22
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.5,6.0,5.8,49,135,2008-04-22
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.3,8.0,9.2,31,217,2019-01-23
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10.0,7.8,9.0,31,210,2013-06-07
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.3,9.5,30,222,2015-05-17
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,10.7,8.4,9.7,29,226,2017-08-19
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,6.9,7.8,7.3,39,170,2016-11-26
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.7,13.8,16.5,17,380,2003-11-12
TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,12.5,8.9,10.9,26,255,2004-12-15
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24,274,2017-03-10
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2,25,263,2021-08-06
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,12.6,10.0,11.4,25,268,2004-11-13
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7,24,274,2002-08-04
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.4,11.4,11.9,24,279,2011-08-22
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.2,10.7,12.0,24,283,2015-04-02
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.6,12.8,22,301,2017-04-24
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300,2011-05-01
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.8,12.3,14.2,20,334,2016-04-06
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.2,12.9,15.3,18,358,2008-06-12
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,12.6,14.9,19,349,2019-10-19
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.1,13.9,16.2,17,378,2012-09-23
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,7.3,5.8,6.6,43,155,2019-03-12
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,7.8,6.0,6.8,42,164,2007-08-12
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38,173,2000-12-19
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,7.8,6.5,7.2,39,168,2009-01-13
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.7,7.2,8.5,33,199,2019-01-18
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.5,7.1,8.4,34,198,2020-09-25
VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4,AS6,X,9.6,7.5,8.6,33,201,2015-10-05
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,9.7,7.2,8.5,33,199,2000-12-04
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,X,13.9,9.3,11.8,24,277,2016-07-11
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.4,6.7,8.2,34,192,2001-03-03
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.6,8.1,35,190,2011-06-21
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,X,9.6,7.2,8.5,33,199,2000-01-13
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,M6,X,9.7,7.0,8.5,33,198,2018-10-11
VOLKSWAGEN,GOLF R,COMPACT,2.0,4,AM6,Z,10.4,7.9,9.3,30,216,2016-03-14
VOLKSWAGEN,GOLF R,COMPACT,2.0,4,M6,Z,10.9,7.7,9.4,30,220,2014-10-08
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,AM6,X,10.6,8.0,9.4,30,220,2009-07-28
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,AS6,X,9.3,6.9,8.2,34,192,2008-05-16
